writing,phonetic,count
รังสรรค์,raŋ˧.san˩˩˦,1
รังสี,raŋ˧.siː˩˩˦,1
รังสีอัลตราไวโอเลต,raŋ˧.siː˩˩˦.ʔal˧.traː˥˩.waj˧.ʔoː˧.let̚˨˩,2
รังสีอัลตราไวโอเลต,raŋ˧.siː˩˩˦.ʔan˧.traː˥˩.waj˧.ʔoː˧.let̚˨˩,2
รังสีเอกซ์,raŋ˧.siː˩˩˦.ʔek̚˨˩,1
รังสีแกมมา,raŋ˧.siː˩˩˦.kɛːm˧.maː˥˩,2
รังสีแกมมา,raŋ˧.siː˩˩˦.kɛm˧.maː˥˩,2
รังสีแพทย์,raŋ˧.siː˩˩˦.pʰɛːt̚˥˩,1
รังสีแม่เหล็กไฟฟ้า,raŋ˧.siː˩˩˦.mɛː˥˩.lek̚˨˩.faj˧.faː˦˥,1
รังเกียจ,raŋ˧.kia̯t̚˨˩,1
รังแก,raŋ˧.kɛː˧,1
รังแค,raŋ˧.kʰɛː˧,1
รังไข่,raŋ˧.kʰaj˨˩,1
รัชกาล,rat̚˦˥.t͡ɕʰa˦˥.kaːn˧,1
รัชชกาล,rat̚˦˥.t͡ɕʰa˦˥.kaːn˧,1
รัชทายาท,rat̚˦˥.t͡ɕʰa˦˥.tʰaː˧.jaːt̚˥˩,1
รัชสมัย,rat̚˦˥.t͡ɕʰa˦˥.sa˨˩.maj˩˩˦,1
รัฐ,rat̚˦˥,3
รัฐ,rat̚˦˥.tʰa˨˩.,3
รัฐ,rat̚˦˥.,3
รัฐกันชน,rat̚˦˥.kan˧.t͡ɕʰon˧,1
รัฐชาติ,rat̚˦˥.t͡ɕʰaːt̚˥˩,1
รัฐทูต,rat̚˦˥.tʰa˨˩.tʰuːt̚˥˩,1
รัฐธรรมนูญ,rat̚˦˥.tʰa˨˩.tʰam˧.ma˦˥.nuːn˧,2
รัฐธรรมนูญ,rat̚˦˥.tʰam˧.ma˦˥.nuːn˧,2
รัฐบรรณาการ,rat̚˦˥.ban˧.naː˧.kaːn˧,1
รัฐบัญญัติ,rat̚˦˥.tʰa˨˩.ban˧.jat̚˨˩,1
รัฐบาล,rat̚˦˥.tʰa˨˩.baːn˧,1
รัฐบาลผสม,rat̚˦˥.tʰa˨˩.baːn˧.pʰa˨˩.som˩˩˦,1
รัฐบุรุษ,rat̚˦˥.tʰa˨˩.bu˨˩.rut̚˨˩,1
รัฐประศาสตร์,rat̚˦˥.tʰa˨˩.pra˨˩.saːt̚˨˩,1
รัฐประศาสน,rat̚˦˥.tʰa˨˩.pra˨˩.saː˩˩˦.sa˨˩.na˦˥.,1
รัฐประศาสนศาสตร์,rat̚˦˥.tʰa˨˩.pra˨˩.saː˩˩˦.sa˨˩.na˦˥.saːt̚˨˩,1
รัฐประศาสน์,rat̚˦˥.tʰa˨˩.pra˨˩.saːt̚˨˩,1
รัฐประหาร,rat̚˦˥.tʰa˨˩.pra˨˩.haːn˩˩˦,2
รัฐประหาร,rat̚˦˥.pra˨˩.haːn˩˩˦,2
รัฐมนตรี,rat̚˦˥.tʰa˨˩.mon˧.triː˧,2
รัฐมนตรี,rat̚˦˥.tʰa˧.mon˧.triː˧,2
รัฐวิสาหกิจ,rat̚˦˥.tʰa˨˩.wi˦˥.saː˩˩˦.ha˨˩.kit̚˨˩,2
รัฐวิสาหกิจ,rat̚˦˥.wi˦˥.saː˩˩˦.ha˨˩.kit̚˨˩,2
รัฐศาสตร์,rat̚˦˥.tʰa˨˩.saːt̚˨˩,1
รัฐสภา,rat̚˦˥.tʰa˨˩.sa˨˩.pʰaː˧,2
รัฐสภา,rat̚˦˥.sa˨˩.pʰaː˧,2
รัฐสมาชิก,rat̚˦˥.sa˨˩.maː˧.t͡ɕʰik̚˦˥,1
รัฐสุลต่าน,rat̚˦˥.sun˩˩˦.la˦˥.taːn˨˩,1
รัฐอิสราเอล,rat̚˦˥.ʔis˨˩.raː˧.ʔeːl˧,3
รัฐอิสราเอล,rat̚˦˥.ʔit̚˨˩.sa˨˩.raː˧.ʔeːl˧,3
รัฐอิสราเอล,rat̚˦˥.ʔit̚˨˩.sa˨˩.raː˧.ʔeːw˧,3
รัฐเอกราช,rat̚˦˥.ʔeːk̚˨˩.ka˨˩.raːt̚˥˩,1
รัฐในอารักขา,rat̚˦˥.naj˧.ʔaː˧.rak̚˦˥.kʰaː˩˩˦,1
รัด,rat̚˦˥,1
รัตณะ,rat̚˦˥.ta˨˩.naʔ˦˥,1
รัตน,rat̚˦˥.ta˨˩.na˦˥.,1
รัตนชาติ,rat̚˦˥.ta˨˩.na˦˥.t͡ɕʰaːt̚˥˩,1
รัตนตรัย,rat̚˦˥.ta˨˩.na˦˥.traj˧,1
รัตนะ,rat̚˦˥.ta˨˩.naʔ˦˥,1
รัตนา,rat̚˦˥.ta˨˩.naː˧,1
รัตนโกสินทร์,rat̚˦˥.ta˨˩.na˦˥.koː˧.sin˩˩˦,1
รัตน์,rat̚˦˥,1
รัติฟาย,rat̚˦˥.ti˨˩.faːj˧,1
รัทเทอร์ฟอร์เดียม,rat̚˦˥.tʰɤː˥˩.fɔː˧.dia̯m˥˩,1
รันทด,ran˧.tʰot̚˦˥,1
รับ,rap̚˦˥,1
รับของโจร,rap̚˦˥.kʰɔːŋ˩˩˦.t͡ɕoːn˧,1
รับจ้าง,rap̚˦˥.t͡ɕaːŋ˥˩,1
รับน้อง,rap̚˦˥.nɔːŋ˦˥,1
รับบัตรเครดิตไหม,rap̚˦˥.bat̚˨˩.kʰreː˧.dit̚˨˩.maj˩˩˦,1
รับประกัน,rap̚˦˥.pra˨˩.kan˧,1
รับประทาน,rap̚˦˥.pra˨˩.tʰaːn˧,1
รับผิด,rap̚˦˥.pʰit̚˨˩,1
รับผิดชอบ,rap̚˦˥.pʰit̚˨˩.t͡ɕʰɔːp̚˥˩,1
รับฟัง,rap̚˦˥.faŋ˧,1
รับมือ,rap̚˦˥.mɯː˧,1
รับรอง,rap̚˦˥.rɔːŋ˧,1
รับรู้,rap̚˦˥.ruː˦˥,1
รับสั่ง,rap̚˦˥.saŋ˨˩,1
รับเสด็จ,rap̚˦˥.sa˨˩.det̚˨˩,1
รับใช้,rap̚˦˥.t͡ɕʰaj˦˥,1
รัม,ram˧,1
รัว,rua̯˧,1
รัศมี,rat̚˦˥.sa˨˩.miː˩˩˦,1
รัสเซีย,rat̚˦˥.sia̯˧,1
รั่ว,rua̯˥˩,1
รั้ง,raŋ˦˥,1
รั้งรอ,raŋ˦˥.rɔː˧,1
รั้ว,rua̯˦˥,1
รา,raː˧,1
ราก,raːk̚˥˩,1
รากดิน,raːk̚˥˩.din˧,1
รากที่สอง,raːk̚˥˩.tʰiː˥˩.sɔːŋ˩˩˦,1
รากฝอย,raːk̚˥˩.fɔj˩˩˦,1
รากศัพท์,raːk̚˥˩.sap̚˨˩,1
รากษส,raːk̚˥˩.sot̚˨˩,1
รากหญ้า,raːk̚˥˩.jaː˥˩,1
รากแก้ว,raːk̚˥˩.kɛːw˥˩,1
รากไม้,raːk̚˥˩.maːj˦˥,1
ราคะ,raː˧.kʰaʔ˦˥,1
ราคา,raː˧.kʰaː˧,1
ราคาถูก,raː˧.kʰaː˧.tʰuːk̚˨˩,1
ราง,raːŋ˧,1
รางวัล,raːŋ˧.wan˧,1
ราช,raːt̚˥˩,2
ราช,raːt̚˥˩.t͡ɕʰa˦˥.,2
ราชการ,raːt̚˥˩.t͡ɕʰa˦˥.kaːn˧,1
ราชการทหาร,raːt̚˥˩.t͡ɕʰa˦˥.kaːn˧.tʰa˦˥.haːn˩˩˦,1
ราชกุมารี,raːt̚˥˩.t͡ɕʰa˦˥.ku˨˩.maː˧.riː˧,1
ราชครู,raːt̚˥˩.t͡ɕʰa˦˥.kʰruː˧,1
ราชญี,raːt̚˥˩.jiː˧,1
ราชธานี,raːt̚˥˩.t͡ɕʰa˦˥.tʰaː˧.niː˧,1
ราชนาวี,raːt̚˥˩.t͡ɕʰa˦˥.naː˧.wiː˧,1
ราชนิเวศน์,raːt̚˥˩.t͡ɕʰa˦˥.ni˦˥.weːt̚˥˩,1
ราชบัณฑิต,raːt̚˥˩.t͡ɕʰa˦˥.ban˧.dit̚˨˩,1
ราชบุรี,raːt̚˥˩.t͡ɕʰa˦˥.bu˨˩.riː˧,2
ราชบุรี,raːt̚˥˩.bu˨˩.riː˧,2
ราชพฤกษ์,raːt̚˥˩.t͡ɕʰa˦˥.pʰrɯk̚˦˥,1
ราชมัล,raːt̚˥˩.t͡ɕʰa˦˥.man˧,1
ราชย์,raːt̚˥˩,1
ราชรัฐ,raːt̚˥˩.t͡ɕʰa˦˥.rat̚˦˥,1
ราชวงศ์,raːt̚˥˩.t͡ɕʰa˦˥.woŋ˧,1
ราชสถาน,raːt̚˥˩.t͡ɕʰa˦˥.sa˨˩.tʰaːn˩˩˦,1
ราชสมบัติ,raːt̚˥˩.t͡ɕʰa˦˥.som˩˩˦.bat̚˨˩,1
ราชสีห์,raːt̚˥˩.t͡ɕʰa˦˥.siː˩˩˦,1
ราชอาณาจักร,raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩,1
ราชอาณาจักรบริเตนใหญ่,raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩.bri˨˩.teːn˧.jaj˨˩,1
ราชอาณาจักรเกรตบริเตน,raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩.kreːt̚˦˥.bri˨˩.teːn˧,1
ราชอาณาจักรไทย,raːt̚˥˩.t͡ɕʰa˦˥.ʔaː˧.naː˧.t͡ɕak̚˨˩.tʰaj˧,1
ราชัน,raː˧.t͡ɕʰan˧,1
ราชันย์,raː˧.t͡ɕʰan˧,1
ราชา,raː˧.t͡ɕʰaː˧,1
ราชาคณะ,raː˧.t͡ɕʰaː˧.kʰa˦˥.naʔ˦˥,1
ราชาธิปไตย,raː˧.t͡ɕʰaː˧.tʰi˦˥.pa˨˩.taj˧,2
ราชาธิปไตย,raː˧.t͡ɕʰaː˧.tʰip̚˦˥.pa˨˩.taj˧,2
ราชาธิปไตยภายใต้รัฐธรรมนูญ,raː˧.t͡ɕʰaː˧.tʰi˦˥.pa˨˩.taj˧.pʰaːj˧.taːj˥˩.rat̚˦˥.tʰa˨˩.tʰam˧.ma˦˥.nuːn˧,2
ราชาธิปไตยภายใต้รัฐธรรมนูญ,raː˧.t͡ɕʰaː˧.tʰip̚˦˥.pa˨˩.taj˧.pʰaːj˧.taːj˥˩.rat̚˦˥.tʰa˨˩.tʰam˧.ma˦˥.nuːn˧,2
ราชาภิเษก,raː˧.t͡ɕʰaː˧.pʰi˦˥.seːk̚˨˩,1
ราชาศัพท์,raː˧.t͡ɕʰaː˧.sap̚˨˩,1
ราชินี,raː˧.t͡ɕʰi˦˥.niː˧,1
ราญ,raːn˧,1
ราด,raːt̚˥˩,1
ราดหน้า,raːt̚˥˩.naː˥˩,1
ราตรี,raː˧.triː˧,1
ราตรีสวัสดิ์,raː˧.triː˧.sa˨˩.wat̚˨˩,1
ราบ,raːp̚˥˩,1
ราบรื่น,raːp̚˥˩.rɯːn˥˩,1
ราบัต,raː˧.bat̚˨˩,1
ราพณาสูร,raːp̚˥˩.pʰa˦˥.naː˧.suːn˩˩˦,1
ราพันเซล,raː˧.pʰan˧.sel˧,1
ราม,raːm˧,4
ราม,raːm˧,4
ราม,raːm˧.ma˦˥.,4
ราม,raː˧.ma˦˥.,4
รามัญ,raː˧.man˧,2
รามัญ,raː˧.man˧.ja˦˥.,2
รามา,raː˧.maː˧,1
รามาธิบดี,raː˧.maː˧.tʰip̚˦˥.bɔː˧.diː˧,2
รามาธิบดี,raː˧.maː˧.tʰi˦˥.bɔː˧.diː˧,2
รามายณะ,raː˧.maː˧.ja˦˥.naʔ˦˥,1
รามเกียรติ์,raːm˧.ma˦˥.kia̯n˧,1
รามเมศวร,raːm˧.meː˧.sua̯n˩˩˦,1
ราย,raːj˧,1
รายการ,raːj˧.kaːn˧,1
รายการทีวี,raːj˧.kaːn˧.tʰiː˧.wiː˧,1
รายการโทรทัศน์,raːj˧.kaːn˧.tʰoː˧.ra˦˥.tʰat̚˦˥,1
รายงาน,raːj˧.ŋaːn˧,1
รายจ่าย,raːj˧.t͡ɕaːj˨˩,1
รายปักษ์,raːj˧.pak̚˨˩,1
รายปี,raːj˧.piː˧,1
รายรับ,raːj˧.rap̚˦˥,1
รายละเอียด,raːj˧.la˦˥.ʔia̯t̚˨˩,1
รายวัน,raːj˧.wan˧,1
รายเดือน,raːj˧.dɯa̯n˧,1
รายได้,raːj˧.daːj˥˩,1
ราว,raːw˧,1
ราศี,raː˧.siː˩˩˦,1
ราษฎร,raːt̚˥˩.sa˨˩.dɔːn˧,1
ราษฎร์,raːt̚˥˩,1
ราหู,raː˧.huː˩˩˦,1
ราเมศวร,raː˧.meː˧.sua̯n˩˩˦,2
ราเมศวร,raːm˧.meː˧.sua̯n˩˩˦,2
ราเม็ง,raː˧.meŋ˧,1
รำ,ram˧,1
รำคาญ,ram˧.kʰaːn˧,1
รำงับ,ram˧.ŋap̚˦˥,1
รำชั่วโทษพากย์,ram˧.t͡ɕʰua̯˥˩.tʰoːt̚˥˩.pʰaːk̚˥˩,1
รำชั่วโทษพาทย์,ram˧.t͡ɕʰua̯˥˩.tʰoːt̚˥˩.pʰaːt̚˥˩,1
รำบาญ,ram˧.baːn˧,1
รำมะนา,ram˧.ma˦˥.naː˧,1
รำฦก,ram˧.lɯk̚˦˥,1
รำไทย,ram˧.tʰaj˧,1
รำไม่ดีโทษปี่โทษกลอง,ram˧.maj˥˩.diː˧.tʰoːt̚˥˩.piː˨˩.tʰoːt̚˥˩.klɔːŋ˧,1
ริ,riʔ˦˥,1
ริงกิต,riŋ˧.kit̚˨˩,1
ริดรอน,rit̚˦˥.rɔːn˧,1
ริดสีดวงทวาร,rit̚˦˥.siː˩˩˦.dua̯ŋ˧.tʰa˦˥.waːn˧,1
ริน,rin˧,1
ริบ,rip̚˦˥,1
ริบบิ้น,rip̚˦˥.bin˥˩,1
ริพับลิกัน,ri˦˥.pʰap̚˦˥.li˨˩.kan˥˩,1
ริม,rim˧,1
ริมทาง,rim˧.tʰaːŋ˧,1
ริมฝีปาก,rim˧.fiː˩˩˦.paːk̚˨˩,1
ริษยา,rit̚˦˥.sa˨˩.jaː˩˩˦,1
ริเริ่ม,ri˦˥.rɤːm˥˩,1
ริ้น,hin˦˥,1
ริ้ว,riw˦˥,1
ริ้วรอย,riw˦˥.rɔːj˧,1
รี,riː˧,1
รีกา,riː˧.kaː˥˩,1
รีด,riːt̚˥˩,1
รีดนม,riːt̚˥˩.nom˧,1
รีดลูก,riːt̚˥˩.luːk̚˥˩,1
รีดเอาทรัพย์,riːt̚˥˩.ʔaw˧.sap̚˦˥,1
รีดไถ,riːt̚˥˩.tʰaj˩˩˦,1
รีบ,riːp̚˥˩,1
รีบร้อน,riːp̚˥˩.rɔːn˦˥,1
รีม,riːm˧,1
รีมูฟเวอร์,riː˧.muːp̚˦˥.wɤː˥˩,2
รีมูฟเวอร์,riː˧.muːf˦˥.wɤː˥˩,2
รียาด,riː˧.jaːt̚˦˥,1
รีวกีว,riːw˧.kiːw˧,1
รีสอร์ท,riː˧.sɔːt̚˨˩,1
รีเนียม,riː˧.nia̯m˥˩,1
รีโมต,riː˧.moːt̚˨˩,1
รีโมตคอนโทรล,riː˧.moːt̚˨˩.kʰɔn˧.tʰroːl˧,2
รีโมตคอนโทรล,riː˧.moːt̚˨˩.kʰɔn˧.tʰroːn˧,2
รีโอเดจาเนโร,riː˧.ʔoː˧.deː˧.t͡ɕaː˧.neː˧.roː˧,1
รีไซเคิล,riː˧.saj˧.kʰɤn˥˩,2
รีไซเคิล,riː˧.saj˧.kʰɤl˥˩,2
รี่,riː˥˩,1
รึ,rɯʔ˦˥,1
รื่น,rɯːn˥˩,1
รื่นรมย์,rɯːn˥˩.rom˧,1
รื้อ,rɯː˦˥,1
รุก,ruk̚˦˥,1
รุกราน,ruk̚˦˥.raːn˧,1
รุงรัง,ruŋ˧.raŋ˧,1
รุด,rut̚˦˥,1
รุน,run˧,1
รุนแรง,run˧.rɛːŋ˧,1
รุม,rum˧,1
รุมสกรัม,rum˧.sa˨˩.kram˧,1
รุ่ง,ruŋ˥˩,1
รุ่งเรือง,ruŋ˥˩.rɯa̯ŋ˧,1
รุ่งโรจน์,ruŋ˥˩.roːt̚˥˩,1
รุ่น,run˥˩,1
รุ่นน้อง,run˥˩.nɔːŋ˦˥,1
รุ่นพี่,run˥˩.pʰiː˥˩,1
รุ่ม,rum˥˩,1
รุ้ง,ruŋ˦˥,1
รู,ruː˧,1
รูจมูก,ruː˧.t͡ɕa˨˩.muːk̚˨˩,1
รูด,ruːt̚˥˩,1
รูทีเนียม,ruː˧.tʰiː˧.nia̯m˥˩,1
รูบ,ruːp̚˥˩,1
รูบิเดียม,ruː˧.bi˨˩.dia̯m˥˩,1
รูป,ruːp̚˥˩,2
รูป,ruːp̚˥˩.pa˨˩.,2
รูปคดี,ruːp̚˥˩.kʰa˦˥.diː˧,1
รูปคลื่น,ruːp̚˥˩.kʰlɯːn˥˩,1
รูปชั่วตัวดำ,ruːp̚˥˩.t͡ɕʰua̯˥˩.tua̯˧.dam˧,1
รูปด้าน,ruːp̚˥˩.daːn˥˩,1
รูปตัด,ruːp̚˥˩.tat̚˨˩,1
รูปถ่าย,ruːp̚˥˩.tʰaːj˨˩,1
รูปทรง,ruːp̚˥˩.soŋ˧,1
รูปธรรม,ruːp̚˥˩.pa˨˩.tʰam˧,1
รูปปั้น,ruːp̚˥˩.pan˥˩,1
รูปพรรณ,ruːp̚˥˩.pa˨˩.pʰan˧,1
รูปภาพ,ruːp̚˥˩.pʰaːp̚˥˩,1
รูปร่าง,ruːp̚˥˩.raːŋ˥˩,1
รูปลอก,ruːp̚˥˩.lɔːk̚˥˩,1
รูปหล่อ,ruːp̚˥˩.lɔː˨˩,1
รูปเคารพ,ruːp̚˥˩.kʰaw˧.rop̚˦˥,1
รูปแบบ,ruːp̚˥˩.bɛːp̚˨˩,1
รูม่านตา,ruː˧.maːn˥˩.taː˧,1
รูหนอน,ruː˧.nɔːn˩˩˦,1
รูหนู,ruː˧.nuː˩˩˦,1
รูหู,ruː˧.huː˩˩˦,1
รูเบิล,ruː˧.bɤl˥˩,1
รูเล็ตต์,ruː˧.let̚˨˩,1
รู่,ruː˥˩,1
รู้,ruː˦˥,1
รู้คุณ,ruː˦˥.kʰun˧.naʔ˦˥,1
รู้จัก,ruː˦˥.t͡ɕak̚˨˩,1
รู้จักมักคุ้น,ruː˦˥.t͡ɕak̚˨˩.mak̚˦˥.kʰun˦˥,1
รู้ดี,ruː˦˥.diː˧,1
รู้ตัว,ruː˦˥.tua̯˧,1
รู้สึก,ruː˦˥.sɯk̚˨˩,1
รู้สึกผิด,ruː˦˥.sɯk̚˨˩.pʰit̚˨˩,1
รู้หนังสือ,ruː˦˥.naŋ˩˩˦.sɯː˩˩˦,1
รู้เรื่อง,ruː˦˥.rɯa̯ŋ˥˩,1
รู้เห็น,ruː˦˥.hen˩˩˦,1
ร็อก,rɔk̚˦˥,1
ร่ม,rom˥˩,1
ร่มชูชีพ,rom˥˩.t͡ɕʰuː˧.t͡ɕʰiːp̚˥˩,1
ร่มเย็น,rom˥˩.jen˧,1
ร่วง,rua̯ŋ˥˩,1
ร่วม,rua̯m˥˩,1
ร่วมมือ,rua̯m˥˩.mɯː˧,1
ร่วมรัก,rua̯m˥˩.rak̚˦˥,1
ร่วมเพศ,rua̯m˥˩.pʰeːt̚˥˩,1
ร่อง,rɔŋ˥˩,1
ร่องรอย,rɔŋ˥˩.rɔːj˧,1
ร่อน,rɔn˥˩,1
ร่าง,raːŋ˥˩,1
ร่างกาย,raːŋ˥˩.kaːj˧,1
ร่างกุ้ง,raːŋ˥˩.kuŋ˥˩,1
ร่างทรง,raːŋ˥˩.soŋ˧,1
ร่างพระราชบัญญัติ,raːŋ˥˩.pʰra˦˥.raːt̚˥˩.t͡ɕʰa˦˥.ban˧.jat̚˨˩,1
ร่างไร้วิญญาณ,raːŋ˥˩.raj˦˥.win˧.jaːn˧,1
ร่าน,raːn˥˩,1
ร่าย,raːj˥˩,1
ร่าเริง,raː˥˩.rɤːŋ˧,1
ร่ำรี้ร่ำไร,ram˥˩.riː˦˥.ram˥˩.raj˧,1
ร่ำลา,ram˥˩.laː˧,1
ร่ำไห้,ram˥˩.haj˥˩,1
ร้อง,rɔːŋ˦˥,1
ร้องเพลง,rɔːŋ˦˥.pʰleːŋ˧,1
ร้องเรียก,rɔːŋ˦˥.ria̯k̚˥˩,1
ร้องเรียน,rɔːŋ˦˥.ria̯n˧,1
ร้องไห้,rɔːŋ˦˥.haːj˥˩,1
ร้อน,rɔːn˦˥,1
ร้อนรน,rɔːn˦˥.ron˧,1
ร้อนลน,rɔːn˦˥.lon˧,1
ร้อนใน,rɔːn˦˥.naj˧,1
ร้อย,rɔːj˦˥,1
ร้อยละ,rɔːj˦˥.laʔ˦˥,1
ร้อยวันพันปี,rɔːj˦˥.wan˧.pʰan˧.piː˧,1
ร้อยเอ็ด,rɔːj˦˥.ʔet̚˨˩,1
ร้อยแก้ว,rɔːj˦˥.kɛːw˥˩,1
ร้อยแปด,rɔːj˦˥.pɛːt̚˨˩,1
ร้อยแปดพันเก้า,rɔːj˦˥.pɛːt̚˨˩.pʰan˧.kaːw˥˩,1
ร้า,raː˦˥,1
ร้าง,raːŋ˦˥,1
ร้าน,raːn˦˥,1
ร้านกาแฟ,raːn˦˥.kaː˧.fɛː˧,1
ร้านขนมปัง,raːn˦˥.kʰa˨˩.nom˩˩˦.paŋ˧,1
ร้านขายยา,raːn˦˥.kʰaːj˩˩˦.jaː˧,1
ร้านขายหนังสือ,raːn˦˥.kʰaːj˩˩˦.naŋ˩˩˦.sɯː˩˩˦,1
ร้านค้า,raːn˦˥.kʰaː˦˥,1
ร้านทำผม,raːn˦˥.tʰam˧.pʰom˩˩˦,1
ร้านสะดวกซื้อ,raːn˦˥.sa˨˩.dua̯k̚˨˩.sɯː˦˥,1
ร้านสุรา,raːn˦˥.su˨˩.raː˧,1
ร้านหนังสือ,raːn˦˥.naŋ˩˩˦.sɯː˩˩˦,1
ร้านอาหาร,raːn˦˥.ʔaː˧.haːn˩˩˦,1
ร้านเสริมสวย,raːn˦˥.sɤːm˩˩˦.sua̯j˩˩˦,1
ร้านเหล้า,raːn˦˥.law˥˩,1
ร้าบาน,raː˦˥.baːn˧,1
ร้าย,raːj˦˥,1
ร้ายกาจ,raːj˦˥.kaːt̚˨˩,1
ร้ายแรง,raːj˦˥.rɛːŋ˧,1
ร้าว,raːw˦˥,1
ร้าวฉาน,raːw˦˥.t͡ɕʰaːn˩˩˦,1
ร้าวราน,raːw˦˥.raːn˧,1
ฤ,rɯʔ˦˥,1
ฤกษณะ,rɯk̚˦˥.sa˨˩.naʔ˦˥,1
ฤกษ์,rɤːk̚˥˩,1
ฤชา,rɯ˦˥.t͡ɕʰaː˧,1
ฤณ,rin˧,1
ฤดู,rɯ˦˥.duː˧,1
ฤดูฝน,rɯ˦˥.duː˧.fon˩˩˦,1
ฤดูร้อน,rɯ˦˥.duː˧.rɔːn˦˥,1
ฤดูหนาว,rɯ˦˥.duː˧.naːw˩˩˦,1
ฤดูใบไม้ผลิ,rɯ˦˥.duː˧.baj˧.maːj˦˥.pʰliʔ˨˩,1
ฤดูใบไม้ร่วง,rɯ˦˥.duː˧.baj˧.maːj˦˥.rua̯ŋ˥˩,1
ฤทธิ์,rit̚˦˥,1
ฤทัย,rɯ˦˥.tʰaj˧,1
ฤษี,rɯ˦˥.siː˩˩˦,1
ฤาษี,rɯː˧.siː˩˩˦,1
ฤาษีแปลงสาร,rɯː˧.siː˩˩˦.plɛːŋ˧.saːn˩˩˦,1
ฤๅ,rɯː˧,1
ฤๅทัย,rɯː˧.tʰaj˧,1
ฤๅษี,rɯː˧.siː˩˩˦,1
ฤๅษีแปลงสาร,rɯː˧.siː˩˩˦.plɛːŋ˧.saːn˩˩˦,1
ฤๅสาย,rɯː˧.saːj˩˩˦,1
ล,lɔː˧,2
ล,lɔː˧.liŋ˧,2
ลก,lok̚˦˥,1
ลง,loŋ˧,1
ลงขัน,loŋ˧.kʰan˩˩˦,1
ลงชื่อ,loŋ˧.t͡ɕʰɯː˥˩,1
ลงดาบ,loŋ˧.daːp̚˨˩,1
ลงตัว,loŋ˧.tua̯˧,1
ลงถนน,loŋ˧.tʰa˨˩.non˩˩˦,1
ลงทะเบียน,loŋ˧.tʰa˦˥.bia̯n˧,1
ลงทุน,loŋ˧.tʰun˧,1
ลงมือ,loŋ˧.mɯː˧,1
ลงเอย,loŋ˧.ʔɤːj˧,1
ลงแขก,loŋ˧.kʰɛːk̚˨˩,1
ลงแดง,loŋ˧.dɛːŋ˧,1
ลงโทษ,loŋ˧.tʰoːt̚˥˩,1
ลงไป,loŋ˧.paj˧,1
ลด,lot̚˦˥,1
ลดราคา,lot̚˦˥.raː˧.kʰaː˧,1
ลน,lon˧,1
ลบ,lop̚˦˥,1
ลบล้าง,lop̚˦˥.laːŋ˦˥,1
ลบหลู่,lop̚˦˥.luː˨˩,1
ลพบุรี,lop̚˦˥.bu˨˩.riː˧,1
ลพบุรีย,lop̚˦˥.bu˨˩.riː˧,1
ลพบูรี,lop̚˦˥.buː˧.riː˧,2
ลพบูรี,lop̚˦˥.bu˨˩.riː˧,2
ลม,lom˧,1
ลมจับ,lom˧.t͡ɕap̚˨˩,1
ลมชัก,lom˧.t͡ɕʰak̚˦˥,1
ลมดาวฤกษ์,lom˧.daːw˧.rɤːk̚˥˩,1
ลมบ้าหมู,lom˧.baː˥˩.muː˩˩˦,1
ลมพิษ,lom˧.pʰit̚˦˥,1
ลมฟ้าอากาศ,lom˧.faː˦˥.ʔaː˧.kaːt̚˨˩,1
ลมวน,lom˧.won˧,1
ลมสุริยะ,lom˧.su˨˩.ri˦˥.jaʔ˦˥,1
ลมหายใจ,lom˧.haːj˩˩˦.t͡ɕaj˧,1
ลมแรง,lom˧.rɛːŋ˧,1
ลวก,lua̯k̚˥˩,1
ลวง,lua̯ŋ˧,1
ลวงตา,lua̯ŋ˧.taː˧,1
ลวงโลก,lua̯ŋ˧.loːk̚˥˩,1
ลวด,lua̯t̚˥˩,1
ลวดหนาม,lua̯t̚˥˩.naːm˩˩˦,1
ลวดเย็บกระดาษ,lua̯t̚˥˩.jep̚˦˥.kra˨˩.daːt̚˨˩,1
ลวนลาม,lua̯n˧.laːm˧,1
ลอก,lɔːk̚˥˩,1
ลอกคราบ,lɔːk̚˥˩.kʰraːp̚˥˩,1
ลอง,lɔːŋ˧,1
ลองกอง,lɔːŋ˧.kɔːŋ˧,2
ลองกอง,lɔŋ˧.kɔŋ˧,2
ลอด,lɔːt̚˥˩,1
ลอดช่อง,lɔːt̚˥˩.t͡ɕʰɔŋ˥˩,1
ลอตเตอรี่,lɔt̚˦˥.tɤː˧.riː˥˩,1
ลอนดอน,lɔn˧.dɔn˧,1
ลอบ,lɔːp̚˥˩,1
ลอบสังหาร,lɔːp̚˥˩.saŋ˩˩˦.haːn˩˩˦,1
ลอมบาร์เดีย,lɔm˧.baː˧.dia̯˧,1
ลอมพอก,lɔːm˧.pʰɔːk̚˥˩,1
ลอย,lɔːj˧,1
ลอยกระทง,lɔːj˧.kra˨˩.tʰoŋ˧,1
ลอยตัว,lɔːj˧.tua̯˧,1
ลอยนวล,lɔːj˧.nua̯n˧,1
ลอว์เรนเซียม,lɔː˧.ren˧.sia̯m˥˩,1
ลออ,la˦˥.ʔɔː˧,1
